"REPORT_DT","LOCATION","ORIGIN_NM","COMMODITY","disposition"
"2021-04-24","WA Blaine CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-04-25","TX Brownsville CBP","Japan","Protea","OK Inspected"
"2021-04-25","CA San Francisco CBP","Japan","Aegilops","OK Inspected"
"2021-04-26","AZ Phoenix CBP","New Zealand","Protea","OK Inspected"
"2021-04-27","HI Honolulu CBP","New Zealand","Mokara","OK Inspected"
"2021-04-27","NY JFK CBP","Tanzania","Mokara","OK Inspected"
"2021-04-28","WA Seattle Air CBP","India","Agapanthus","OK Inspected"
"2021-04-29","FL Miami Air CBP","Mexico","Protea","OK Inspected"
"2021-04-29","FL Miami Air CBP","Japan","Rosa","CFRP Not Inspected"
"2021-04-30","WA Seattle Air CBP","India","Aegilops","OK Inspected"
"2021-05-01","NY JFK CBP","Israel","Rosa","CFRP Not Inspected"
"2021-05-01","WA Seattle Air CBP","Mexico","Actinidia","CFRP Not Inspected"
"2021-05-02","TX Brownsville CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-05-03","WA Blaine CBP","Netherlands","Agapanthus","OK Inspected"
"2021-05-03","VA Dulles CBP","Mexico","Protea","OK Inspected"
"2021-05-04","VA Dulles CBP","Japan","Rosa","CFRP Not Inspected"
"2021-05-05","WA Seattle Air CBP","Israel","Mokara","OK Inspected"
"2021-05-05","WA Seattle Air CBP","New Zealand","Aegilops","OK Inspected"
"2021-05-06","VA Dulles CBP","Japan","Mokara","OK Inspected"
"2021-05-07","VA Dulles CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-05-07","WA Seattle Air CBP","Netherlands","Rosa","CFRP Not Inspected"
"2021-05-08","NY JFK CBP","New Zealand","Anemone","OK Inspected"
"2021-05-09","WA Seattle Air CBP","Japan","Anemone","OK Inspected"
"2021-05-09","WA Blaine CBP","Israel","Rosa","CFRP Not Inspected"
"2021-05-10","FL Miami Air CBP","Mexico","Actinidia","CFRP Not Inspected"
"2021-05-11","WA Seattle Air CBP","Netherlands","Agapanthus","OK Inspected"
"2021-05-11","VA Dulles CBP","Tanzania","Protea","OK Inspected"
"2021-05-12","VA Dulles CBP","Japan","Hyacinthus","OK CFRP Inspected"
"2021-05-13","WA Blaine CBP","Mexico","Protea","OK Inspected"
"2021-05-13","TX Brownsville CBP","New Zealand","Mokara","OK Inspected"
"2021-05-14","CA San Francisco CBP","Tanzania","Liatris","OK Inspected"
"2021-05-15","CA San Francisco CBP","Tanzania","Actinidia","OK CFRP Inspected"
"2021-05-15","AZ Phoenix CBP","Tanzania","Protea","OK Inspected"
"2021-05-16","WA Seattle Air CBP","Japan","Protea","OK Inspected"
"2021-05-17","CA San Francisco CBP","New Zealand","Gerbera","OK CFRP Inspected"
"2021-05-17","VA Dulles CBP","India","Protea","OK Inspected"
"2021-05-18","CA San Francisco CBP","Japan","Rosa","OK CFRP Inspected"
"2021-05-19","AZ Phoenix CBP","India","Rosa","CFRP Not Inspected"
"2021-05-19","VA Dulles CBP","Netherlands","Actinidia","OK CFRP Inspected"
"2021-05-20","VA Dulles CBP","Netherlands","Aegilops","OK Inspected"
"2021-05-21","TX Brownsville CBP","Israel","Protea","OK Inspected"
"2021-05-21","TX Brownsville CBP","India","Actinidia","CFRP Not Inspected"
"2021-05-22","WA Seattle Air CBP","Mexico","Mokara","OK Inspected"
"2021-05-23","WA Seattle Air CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-05-23","CA San Francisco CBP","Israel","Anemone","OK Inspected"
"2021-05-24","WA Blaine CBP","Mexico","Gerbera","CFRP Not Inspected"
"2021-05-25","CA San Francisco CBP","Israel","Agapanthus","OK Inspected"
"2021-05-25","HI Honolulu CBP","Tanzania","Mokara","OK Inspected"
"2021-05-26","HI Honolulu CBP","India","Aegilops","OK Inspected"
"2021-05-27","FL Miami Air CBP","Israel","Actinidia","OK CFRP Inspected"
"2021-05-27","CA San Francisco CBP","Netherlands","Aegilops","Pest Found"
"2021-05-28","WA Seattle Air CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-05-29","AZ Phoenix CBP","Japan","Gerbera","OK CFRP Inspected"
"2021-05-29","HI Honolulu CBP","Japan","Agapanthus","OK Inspected"
"2021-05-30","NY JFK CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2021-05-31","AZ Phoenix CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-05-31","WA Blaine CBP","Netherlands","Actinidia","OK CFRP Inspected"
"2021-06-01","NY JFK CBP","Tanzania","Gerbera","OK CFRP Inspected"
"2021-06-02","AZ Phoenix CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-06-02","WA Seattle Air CBP","Mexico","Actinidia","CFRP Not Inspected"
"2021-06-03","TX Brownsville CBP","New Zealand","Rosa","CFRP Not Inspected"
"2021-06-04","CA San Francisco CBP","Netherlands","Rosa","CFRP Not Inspected"
"2021-06-04","WA Blaine CBP","Mexico","Mokara","OK Inspected"
"2021-06-05","TX Brownsville CBP","Japan","Agapanthus","OK Inspected"
"2021-06-06","HI Honolulu CBP","Japan","Actinidia","CFRP Not Inspected"
"2021-06-06","WA Blaine CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2021-06-07","TX Brownsville CBP","Mexico","Actinidia","OK CFRP Inspected"
"2021-06-08","CA San Francisco CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-06-08","HI Honolulu CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-06-09","CA San Francisco CBP","Israel","Gerbera","OK CFRP Inspected"
"2021-06-10","NY JFK CBP","Japan","Rosa","OK CFRP Inspected"
"2021-06-10","AZ Phoenix CBP","Mexico","Actinidia","CFRP Not Inspected"
"2021-06-11","HI Honolulu CBP","India","Agapanthus","OK Inspected"
"2021-06-12","CA San Francisco CBP","Netherlands","Rosa","CFRP Not Inspected"
"2021-06-12","WA Blaine CBP","India","Rosa","CFRP Not Inspected"
"2021-06-13","VA Dulles CBP","New Zealand","Gerbera","OK CFRP Inspected"
"2021-06-14","CA San Francisco CBP","India","Protea","OK Inspected"
"2021-06-14","CA San Francisco CBP","Israel","Rosa","OK CFRP Inspected"
"2021-06-15","WA Blaine CBP","Netherlands","Actinidia","OK CFRP Inspected"
"2021-06-16","AZ Phoenix CBP","India","Aegilops","OK Inspected"
"2021-06-16","FL Miami Air CBP","Japan","Mokara","OK Inspected"
"2021-06-17","WA Seattle Air CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-06-18","AZ Phoenix CBP","Mexico","Liatris","OK Inspected"
"2021-06-18","AZ Phoenix CBP","Tanzania","Liatris","OK Inspected"
"2021-06-19","VA Dulles CBP","India","Agapanthus","OK Inspected"
"2021-06-20","CA San Francisco CBP","Netherlands","Liatris","OK Inspected"
"2021-06-20","FL Miami Air CBP","Israel","Agapanthus","OK Inspected"
"2021-06-21","WA Blaine CBP","Tanzania","Aegilops","OK Inspected"
"2021-06-22","WA Blaine CBP","Israel","Rosa","OK CFRP Inspected"
"2021-06-22","VA Dulles CBP","Mexico","Aegilops","OK Inspected"
"2021-06-23","NY JFK CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2021-06-24","VA Dulles CBP","Japan","Gerbera","CFRP Not Inspected"
"2021-06-24","FL Miami Air CBP","Japan","Protea","OK Inspected"
"2021-06-25","VA Dulles CBP","Israel","Liatris","OK Inspected"
"2021-06-26","VA Dulles CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-06-26","WA Blaine CBP","India","Protea","OK Inspected"
"2021-06-27","HI Honolulu CBP","India","Mokara","OK Inspected"
"2021-06-28","WA Blaine CBP","New Zealand","Liatris","OK Inspected"
"2021-06-28","CA San Francisco CBP","Israel","Anemone","OK Inspected"
"2021-06-29","WA Seattle Air CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-06-30","VA Dulles CBP","New Zealand","Mokara","OK Inspected"
"2021-06-30","NY JFK CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2021-07-01","WA Seattle Air CBP","Mexico","Agapanthus","OK Inspected"
"2021-07-02","CA San Francisco CBP","India","Agapanthus","OK Inspected"
"2021-07-02","HI Honolulu CBP","Japan","Mokara","OK Inspected"
"2021-07-03","AZ Phoenix CBP","Netherlands","Mokara","OK Inspected"
"2021-07-04","NY JFK CBP","Japan","Aegilops","OK Inspected"
"2021-07-04","AZ Phoenix CBP","Netherlands","Aegilops","OK Inspected"
"2021-07-05","VA Dulles CBP","Japan","Protea","OK Inspected"
"2021-07-06","CA San Francisco CBP","India","Gerbera","CFRP Not Inspected"
"2021-07-06","FL Miami Air CBP","Japan","Actinidia","CFRP Not Inspected"
"2021-07-07","NY JFK CBP","Mexico","Gerbera","CFRP Not Inspected"
"2021-07-08","NY JFK CBP","Israel","Liatris","OK Inspected"
"2021-07-08","HI Honolulu CBP","Japan","Anemone","OK Inspected"
"2021-07-09","VA Dulles CBP","Israel","Mokara","OK Inspected"
"2021-07-10","NY JFK CBP","New Zealand","Anemone","OK Inspected"
"2021-07-10","WA Seattle Air CBP","New Zealand","Anemone","OK Inspected"
"2021-07-11","FL Miami Air CBP","Tanzania","Hyacinthus","CFRP Not Inspected"
"2021-07-12","CA San Francisco CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-07-12","HI Honolulu CBP","Japan","Protea","OK Inspected"
"2021-07-13","AZ Phoenix CBP","India","Anemone","OK Inspected"
"2021-07-14","HI Honolulu CBP","India","Liatris","OK Inspected"
"2021-07-14","CA San Francisco CBP","Israel","Actinidia","CFRP Not Inspected"
"2021-07-15","TX Brownsville CBP","Japan","Agapanthus","OK Inspected"
"2021-07-16","FL Miami Air CBP","Mexico","Agapanthus","OK Inspected"
"2021-07-16","HI Honolulu CBP","Japan","Protea","OK Inspected"
"2021-07-17","HI Honolulu CBP","New Zealand","Agapanthus","OK Inspected"
"2021-07-18","WA Blaine CBP","New Zealand","Anemone","OK Inspected"
"2021-07-18","TX Brownsville CBP","Japan","Actinidia","CFRP Not Inspected"
"2021-07-19","WA Seattle Air CBP","Tanzania","Liatris","OK Inspected"
"2021-07-20","CA San Francisco CBP","New Zealand","Anemone","OK Inspected"
"2021-07-20","WA Seattle Air CBP","New Zealand","Mokara","OK Inspected"
"2021-07-21","WA Blaine CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2021-07-22","FL Miami Air CBP","New Zealand","Rosa","OK CFRP Inspected"
"2021-07-22","NY JFK CBP","Mexico","Protea","OK Inspected"
"2021-07-23","FL Miami Air CBP","Japan","Agapanthus","OK Inspected"
"2021-07-24","WA Seattle Air CBP","Tanzania","Hyacinthus","OK CFRP Inspected"
"2021-07-24","CA San Francisco CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-07-25","AZ Phoenix CBP","Tanzania","Mokara","OK Inspected"
"2021-07-26","AZ Phoenix CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-07-26","NY JFK CBP","Israel","Anemone","OK Inspected"
"2021-07-27","FL Miami Air CBP","India","Anemone","OK Inspected"
"2021-07-28","NY JFK CBP","India","Rosa","CFRP Not Inspected"
"2021-07-28","AZ Phoenix CBP","Japan","Hyacinthus","OK CFRP Inspected"
"2021-07-29","FL Miami Air CBP","Netherlands","Liatris","OK Inspected"
"2021-07-30","TX Brownsville CBP","Japan","Aegilops","OK Inspected"
"2021-07-30","HI Honolulu CBP","Netherlands","Mokara","OK Inspected"
"2021-07-31","VA Dulles CBP","Israel","Aegilops","OK Inspected"
"2021-08-01","WA Blaine CBP","Netherlands","Anemone","OK Inspected"
"2021-08-01","AZ Phoenix CBP","Tanzania","Anemone","OK Inspected"
"2021-08-02","HI Honolulu CBP","Japan","Aegilops","OK Inspected"
"2021-08-03","AZ Phoenix CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-08-03","WA Seattle Air CBP","Mexico","Liatris","OK Inspected"
"2021-08-04","HI Honolulu CBP","Israel","Mokara","OK Inspected"
"2021-08-05","AZ Phoenix CBP","Mexico","Aegilops","OK Inspected"
"2021-08-05","AZ Phoenix CBP","Tanzania","Mokara","OK Inspected"
"2021-08-06","FL Miami Air CBP","Tanzania","Liatris","OK Inspected"
"2021-08-07","HI Honolulu CBP","Israel","Protea","OK Inspected"
"2021-08-07","WA Seattle Air CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2021-08-08","TX Brownsville CBP","New Zealand","Mokara","OK Inspected"
"2021-08-09","WA Seattle Air CBP","Japan","Aegilops","OK Inspected"
"2021-08-09","FL Miami Air CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2021-08-10","CA San Francisco CBP","Mexico","Anemone","OK Inspected"
"2021-08-11","AZ Phoenix CBP","Japan","Anemone","OK Inspected"
"2021-08-11","WA Blaine CBP","Japan","Aegilops","OK Inspected"
"2021-08-12","TX Brownsville CBP","New Zealand","Liatris","OK Inspected"
"2021-08-13","NY JFK CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2021-08-13","VA Dulles CBP","Tanzania","Hyacinthus","CFRP Not Inspected"
"2021-08-14","AZ Phoenix CBP","Tanzania","Mokara","OK Inspected"
"2021-08-15","FL Miami Air CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-08-15","CA San Francisco CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-08-16","FL Miami Air CBP","India","Protea","OK Inspected"
"2021-08-17","WA Blaine CBP","Japan","Hyacinthus","CFRP Not Inspected"
"2021-08-17","FL Miami Air CBP","India","Liatris","OK Inspected"
"2021-08-18","AZ Phoenix CBP","Israel","Agapanthus","OK Inspected"
"2021-08-19","VA Dulles CBP","Mexico","Aegilops","OK Inspected"
"2021-08-19","TX Brownsville CBP","Israel","Mokara","OK Inspected"
"2021-08-20","NY JFK CBP","New Zealand","Aegilops","OK Inspected"
"2021-08-21","TX Brownsville CBP","Japan","Rosa","CFRP Not Inspected"
"2021-08-21","TX Brownsville CBP","Mexico","Gerbera","OK CFRP Inspected"
"2021-08-22","VA Dulles CBP","Japan","Mokara","OK Inspected"
"2021-08-23","CA San Francisco CBP","Israel","Liatris","OK Inspected"
"2021-08-23","AZ Phoenix CBP","India","Liatris","OK Inspected"
"2021-08-24","VA Dulles CBP","Israel","Liatris","OK Inspected"
"2021-08-25","WA Blaine CBP","Mexico","Hyacinthus","CFRP Not Inspected"
"2021-08-25","HI Honolulu CBP","Israel","Anemone","OK Inspected"
"2021-08-26","TX Brownsville CBP","Japan","Protea","OK Inspected"
"2021-08-27","VA Dulles CBP","Tanzania","Actinidia","OK CFRP Inspected"
"2021-08-27","VA Dulles CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-08-28","AZ Phoenix CBP","India","Protea","OK Inspected"
"2021-08-29","TX Brownsville CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-08-29","VA Dulles CBP","Japan","Mokara","OK Inspected"
"2021-08-30","WA Blaine CBP","India","Anemone","OK Inspected"
"2021-08-31","VA Dulles CBP","Netherlands","Gerbera","CFRP Not Inspected"
"2021-08-31","WA Blaine CBP","Tanzania","Rosa","CFRP Not Inspected"
"2021-09-01","AZ Phoenix CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-09-02","HI Honolulu CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-09-02","FL Miami Air CBP","New Zealand","Actinidia","CFRP Not Inspected"
"2021-09-03","HI Honolulu CBP","Tanzania","Actinidia","OK CFRP Inspected"
"2021-09-04","TX Brownsville CBP","Israel","Liatris","Pest Found"
"2021-09-04","HI Honolulu CBP","Mexico","Liatris","OK Inspected"
"2021-09-05","WA Blaine CBP","New Zealand","Agapanthus","OK Inspected"
"2021-09-06","WA Seattle Air CBP","Mexico","Liatris","OK Inspected"
"2021-09-06","WA Blaine CBP","Tanzania","Mokara","OK Inspected"
"2021-09-07","WA Seattle Air CBP","Tanzania","Protea","OK Inspected"
"2021-09-08","FL Miami Air CBP","Israel","Mokara","OK Inspected"
"2021-09-08","AZ Phoenix CBP","Netherlands","Mokara","OK Inspected"
"2021-09-09","WA Seattle Air CBP","Tanzania","Protea","OK Inspected"
"2021-09-10","VA Dulles CBP","Netherlands","Hyacinthus","CFRP Not Inspected"
"2021-09-10","WA Blaine CBP","Israel","Protea","OK Inspected"
"2021-09-11","HI Honolulu CBP","Netherlands","Hyacinthus","CFRP Not Inspected"
"2021-09-12","VA Dulles CBP","Tanzania","Actinidia","CFRP Not Inspected"
"2021-09-12","HI Honolulu CBP","Israel","Agapanthus","OK Inspected"
"2021-09-13","TX Brownsville CBP","Israel","Agapanthus","OK Inspected"
"2021-09-14","AZ Phoenix CBP","India","Hyacinthus","CFRP Not Inspected"
"2021-09-14","VA Dulles CBP","Japan","Rosa","OK CFRP Inspected"
"2021-09-15","WA Blaine CBP","Mexico","Agapanthus","OK Inspected"
"2021-09-16","AZ Phoenix CBP","Tanzania","Liatris","OK Inspected"
"2021-09-16","CA San Francisco CBP","Netherlands","Anemone","OK Inspected"
"2021-09-17","AZ Phoenix CBP","New Zealand","Rosa","CFRP Not Inspected"
"2021-09-18","FL Miami Air CBP","New Zealand","Hyacinthus","CFRP Not Inspected"
"2021-09-18","AZ Phoenix CBP","New Zealand","Anemone","OK Inspected"
"2021-09-19","FL Miami Air CBP","Netherlands","Agapanthus","OK Inspected"
"2021-09-20","TX Brownsville CBP","Japan","Anemone","OK Inspected"
"2021-09-20","NY JFK CBP","India","Aegilops","OK Inspected"
"2021-09-21","TX Brownsville CBP","Israel","Protea","OK Inspected"
"2021-09-22","VA Dulles CBP","Tanzania","Protea","OK Inspected"
"2021-09-22","HI Honolulu CBP","New Zealand","Rosa","OK CFRP Inspected"
"2021-09-23","AZ Phoenix CBP","Netherlands","Liatris","OK Inspected"
"2021-09-24","FL Miami Air CBP","Israel","Mokara","OK Inspected"
"2021-09-24","VA Dulles CBP","Israel","Mokara","OK Inspected"
"2021-09-25","VA Dulles CBP","Netherlands","Actinidia","CFRP Not Inspected"
"2021-09-26","TX Brownsville CBP","India","Rosa","OK CFRP Inspected"
"2021-09-26","CA San Francisco CBP","India","Aegilops","OK Inspected"
"2021-09-27","NY JFK CBP","Mexico","Agapanthus","OK Inspected"
"2021-09-28","AZ Phoenix CBP","India","Rosa","CFRP Not Inspected"
"2021-09-28","CA San Francisco CBP","Netherlands","Mokara","OK Inspected"
"2021-09-29","WA Blaine CBP","New Zealand","Aegilops","OK Inspected"
"2021-09-30","WA Blaine CBP","Israel","Anemone","OK Inspected"
"2021-09-30","AZ Phoenix CBP","Japan","Rosa","OK CFRP Inspected"
"2021-10-01","WA Seattle Air CBP","India","Protea","OK Inspected"
"2021-10-02","CA San Francisco CBP","New Zealand","Protea","OK Inspected"
"2021-10-02","VA Dulles CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2021-10-03","CA San Francisco CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-10-04","WA Seattle Air CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-10-04","NY JFK CBP","Netherlands","Aegilops","OK Inspected"
"2021-10-05","CA San Francisco CBP","Tanzania","Protea","OK Inspected"
"2021-10-06","HI Honolulu CBP","Tanzania","Liatris","OK Inspected"
"2021-10-06","VA Dulles CBP","India","Agapanthus","OK Inspected"
"2021-10-07","WA Seattle Air CBP","Israel","Liatris","OK Inspected"
"2021-10-08","NY JFK CBP","New Zealand","Hyacinthus","OK CFRP Inspected"
"2021-10-08","AZ Phoenix CBP","Japan","Hyacinthus","OK CFRP Inspected"
"2021-10-09","WA Blaine CBP","Israel","Rosa","CFRP Not Inspected"
"2021-10-10","WA Blaine CBP","Tanzania","Gerbera","CFRP Not Inspected"
"2021-10-10","NY JFK CBP","India","Mokara","OK Inspected"
"2021-10-11","HI Honolulu CBP","Mexico","Mokara","Pest Found"
"2021-10-12","WA Blaine CBP","Tanzania","Agapanthus","OK Inspected"
"2021-10-12","VA Dulles CBP","Netherlands","Hyacinthus","Pest Found CFRP Inspected"
"2021-10-13","AZ Phoenix CBP","India","Liatris","OK Inspected"
"2021-10-14","VA Dulles CBP","Israel","Mokara","OK Inspected"
"2021-10-14","WA Seattle Air CBP","Mexico","Mokara","OK Inspected"
"2021-10-15","AZ Phoenix CBP","Israel","Aegilops","OK Inspected"
"2021-10-16","NY JFK CBP","Tanzania","Hyacinthus","OK CFRP Inspected"
"2021-10-16","WA Seattle Air CBP","Japan","Hyacinthus","OK CFRP Inspected"
"2021-10-17","FL Miami Air CBP","New Zealand","Aegilops","OK Inspected"
"2021-10-18","HI Honolulu CBP","Israel","Aegilops","OK Inspected"
"2021-10-18","VA Dulles CBP","Israel","Rosa","OK CFRP Inspected"
"2021-10-19","VA Dulles CBP","Tanzania","Aegilops","OK Inspected"
"2021-10-20","AZ Phoenix CBP","Israel","Mokara","OK Inspected"
"2021-10-20","TX Brownsville CBP","Tanzania","Protea","OK Inspected"
"2021-10-21","TX Brownsville CBP","Israel","Aegilops","OK Inspected"
"2021-10-22","NY JFK CBP","New Zealand","Gerbera","CFRP Not Inspected"
"2021-10-22","WA Blaine CBP","Netherlands","Protea","OK Inspected"
"2021-10-23","FL Miami Air CBP","New Zealand","Protea","OK Inspected"
"2021-10-24","VA Dulles CBP","Israel","Hyacinthus","OK CFRP Inspected"
"2021-10-24","CA San Francisco CBP","Mexico","Rosa","CFRP Not Inspected"
"2021-10-25","WA Seattle Air CBP","Mexico","Protea","OK Inspected"
"2021-10-26","TX Brownsville CBP","Israel","Gerbera","CFRP Not Inspected"
"2021-10-26","NY JFK CBP","Japan","Gerbera","CFRP Not Inspected"
"2021-10-27","AZ Phoenix CBP","New Zealand","Liatris","OK Inspected"
"2021-10-28","VA Dulles CBP","Israel","Mokara","OK Inspected"
"2021-10-28","TX Brownsville CBP","Israel","Agapanthus","OK Inspected"
"2021-10-29","FL Miami Air CBP","India","Hyacinthus","CFRP Not Inspected"
